pid,Assembly_No,Poll_No,Year,Candidate,Candidate_Type,State_Name,Constituency_Name,Constituency_Type,Party,Last_Party,Votes,Sex,Position,Contested,Turncoat,Incumbent,Vote_Share_Percentage,Margin,Margin_Percentage,Age,Alliance,Terms,Terms_Contested
AEMH104659,7,0,1990,KANNA UMESH VISHWAMBAR,,Maharashtra,SOLAPUR CITY NORTH,GEN,JD,,1995,M,3,1,FALSE,FALSE,2.57,1626,2.1,,,,1
AEMH104660,7,0,1990,TIWADI BALAPRASAD PURANMAL,,Maharashtra,SOLAPUR CITY NORTH,GEN,IND,,369,M,4,1,FALSE,FALSE,0.48,88,0.11,,,,1
AEMH104661,7,0,1990,SARVADE SURESH KHANDU,,Maharashtra,SOLAPUR CITY NORTH,GEN,ICS(SCS),,281,M,5,1,FALSE,FALSE,0.36,23,0.03,,,,1
AEMH104662,7,0,1990,SAKHARAM BABU LAD,,Maharashtra,SOLAPUR CITY NORTH,GEN,IND,,258,M,6,1,FALSE,FALSE,0.33,157,0.2,,,,1
AEMH104663,7,0,1990,GHAM RAJENDRA VISHWAMBHAR,,Maharashtra,SOLAPUR CITY NORTH,GEN,IND,,101,M,7,1,FALSE,FALSE,0.13,2,0,,,,1
AEMH104664,7,0,1990,KONDE SIDDHARAM VIRBHADRA,,Maharashtra,SOLAPUR CITY NORTH,GEN,IND,,99,M,8,1,FALSE,FALSE,0.13,49,0.06,,,,1
AEMH104665,7,0,1990,RAMPURE A. KARIM CHANSAHEB,,Maharashtra,SOLAPUR CITY NORTH,GEN,IND,,50,M,9,1,FALSE,FALSE,0.06,3,0,,,,1
AEMH104666,7,0,1990,MANIYAR JAHANGIR HUSENSAHEB,,Maharashtra,SOLAPUR CITY NORTH,GEN,IND,,47,M,10,1,FALSE,FALSE,0.06,8,0.01,,,,1
AEMH104667,7,0,1990,SONTAKKE VITTHAL KERABA,,Maharashtra,SOLAPUR CITY NORTH,GEN,DDP,,39,M,11,1,FALSE,FALSE,0.05,4,0.01,,,,1
AEMH104668,7,0,1990,SALGAR KISHOR LAXMAN,,Maharashtra,SOLAPUR CITY NORTH,GEN,CPI(ML),,35,M,12,1,FALSE,FALSE,0.05,1,0,,,,1
AEMH104669,7,0,1990,BIRAJDAR SIDRAM SHIVAPPA,,Maharashtra,SOLAPUR CITY NORTH,GEN,IND,,34,M,13,1,FALSE,FALSE,0.04,2,0,,,,1
AEMH104670,7,0,1990,KAMBLE LIMBAJI SIDRAM,,Maharashtra,SOLAPUR CITY NORTH,GEN,IND,,32,M,14,1,FALSE,FALSE,0.04,7,0.01,,,,1
AEMH104671,7,0,1990,ABDUL AJIJ ABDUL HAMID KHAN,,Maharashtra,SOLAPUR CITY NORTH,GEN,IND,,25,M,15,1,FALSE,FALSE,0.03,14,0.02,,,,1
AEMH104672,7,0,1990,BHAGWAN M. USMAN ISMAIL SAHEB,,Maharashtra,SOLAPUR CITY NORTH,GEN,IND,,11,M,16,1,FALSE,FALSE,0.01,0,0,,,,1
AEMH104674,7,0,1990,CHALAWADE MALLIKARJUN SHANKAR,,Maharashtra,NORTH SOLAPUR,SC,IND,,38067,M,2,1,FALSE,FALSE,30.49,36577,29.3,,,,1
