pid,Assembly_No,Poll_No,Year,Candidate,Candidate_Type,State_Name,Constituency_Name,Constituency_Type,Party,Last_Party,Votes,Sex,Position,Contested,Turncoat,Incumbent,Vote_Share_Percentage,Margin,Margin_Percentage,Age,Alliance,Terms,Terms_Contested
AEMH111695,1,0,1962,ABA DHONDU GOSAWI,,Maharashtra,ADYAR,SC,REP,,15791,M,1,1,FALSE,FALSE,40.54,208,0.53,,,1,1
AEMH111711,1,0,1962,VITHALRAO LAXMANRAO DHOTE,,Maharashtra,RAJURA,GEN,INC,,22818,M,1,1,FALSE,FALSE,43.98,73,0.14,,,1,1
AEMH111934,1,0,1962,LAXMAN DHONDIBA ARKADE,,Maharashtra,UDGIR,SC,PSP,,1669,M,3,1,FALSE,FALSE,5.42,0,0,,,,1
AEMH112013,1,0,1962,AUDUMBER KONDIBA PATIL,,Maharashtra,PANDHARPUR,GEN,INC,,28246,M,1,1,FALSE,FALSE,59.34,14971,31.45,,,1,1
AEMH112027,1,0,1962,RAJARAM MURLIDHAR ZARKAR,,Maharashtra,KARJAT,GEN,JS,,2958,M,3,1,FALSE,FALSE,8.49,1699,4.88,,,,1
AEMH112030,1,0,1962,WAKOBA DAGADOBA OHOL,,Maharashtra,SHRIGONDA,SC,IND,,2860,M,3,1,FALSE,FALSE,11.86,991,4.11,,,,1
AEMH112059,1,0,1962,MOHANRAO ABASAHEB GADE,,Maharashtra,SHIRDI,GEN,IND,,16486,M,2,1,FALSE,FALSE,36.5,0,0,,,,1
AEMH112211,1,0,1962,SADASHIVA DAULATRAO PATIL,,Maharashtra,PANHALA,GEN,PWP,,15529,M,1,1,FALSE,FALSE,54.06,2331,8.11,,,1,1
AEMH112494,1,0,1962,B. K. KHOPKAR,,Maharashtra,THANA,GEN,CPI,,11432,M,2,1,FALSE,FALSE,23.12,1953,3.95,,,,1
AEMH112974,1,1,1964,D.L.KALE,,Maharashtra,SAOLI,GEN,IND,,2661,,3,1,FALSE,FALSE,5.73,2363,5.09,,,,1
AEMH113494,1,0,1962,KALARAM SHANKAR DHARIA,,Maharashtra,COLABA,GEN,INC,,19351,M,1,1,FALSE,FALSE,53.89,12278,34.19,,,1,1
AEMH113495,1,0,1962,PHIROZE JAMSHEDJI SHROFF,,Maharashtra,COLABA,GEN,SWA,,7073,M,2,1,FALSE,FALSE,19.7,1916,5.34,,,,1
AEMH113496,1,0,1962,PENAMBUR VISHNU NARAYAN UPADHYAY,,Maharashtra,COLABA,GEN,CPI,,5157,M,3,1,FALSE,FALSE,14.36,2991,8.33,,,,1
AEMH113497,1,0,1962,PALKHAT CHANDY CHERIYAN,,Maharashtra,COLABA,GEN,SOC,,2166,M,4,1,FALSE,FALSE,6.03,7,0.02,,,,1
AEMH113498,1,0,1962,MURLIDHAR VISHINDAS MULCHANDANI,,Maharashtra,COLABA,GEN,JS,,2159,M,5,1,FALSE,FALSE,6.01,0,0,,,,1
AEMH113499,1,0,1962,ABDUL KADAR SALEBHOY,,Maharashtra,MANDVI,GEN,INC,,19101,M,1,1,FALSE,FALSE,49.61,10383,26.97,,,1,1
AEMH113500,1,0,1962,MANOHAR GOPINATH KOTWAL,,Maharashtra,MANDVI,GEN,PSP,,8718,M,2,1,FALSE,FALSE,22.64,3089,8.02,,,,1
AEMH113501,1,0,1962,HANASHYAM HARI KALE,,Maharashtra,MANDVI,GEN,IND,,5629,M,3,1,FALSE,FALSE,14.62,1825,4.74,,,,1
AEMH113502,1,0,1962,MUNAWAR USMAN KHAN,,Maharashtra,MANDVI,GEN,SOC,,3804,M,4,1,FALSE,FALSE,9.88,2556,6.64,,,,1
AEMH113503,1,0,1962,PANNALAL AMRITLAL SHAH,,Maharashtra,MANDVI,GEN,JS,,1248,M,5,1,FALSE,FALSE,3.24,0,0,,,,1
AEMH113504,1,0,1962,MUSTAFA GULAMNABI FAKI,,Maharashtra,DONGRI,GEN,INC,,18906,M,1,1,FALSE,FALSE,50.6,449,1.2,,,1,1
AEMH113505,1,0,1962,GULAM MAHMUD HAJI NOOR MOHAMED BANATWALLA,,Maharashtra,DONGRI,GEN,IND,,18457,M,2,1,FALSE,FALSE,49.4,0,0,,,,1
AEMH113506,1,0,1962,BHANUSHANKAR MANCHHARAM YAGNIK,,Maharashtra,KUMBHARWADA,GEN,INC,,26545,M,1,1,FALSE,FALSE,55.2,9712,20.2,,,1,1
AEMH113507,1,0,1962,SHANTILAL GIRDHARLAL PATEL,,Maharashtra,KUMBHARWADA,GEN,PSP,,16833,M,2,1,FALSE,FALSE,35,14200,29.53,,,,1
AEMH113508,1,0,1962,AMATHALAL VIRCHAN PANCHAL,,Maharashtra,KUMBHARWADA,GEN,IND,,2633,M,3,1,FALSE,FALSE,5.48,556,1.16,,,,1
AEMH113509,1,0,1962,SURAJBHAN RAMCHARANLAL GARG,,Maharashtra,KUMBHARWADA,GEN,JS,,2077,M,4,1,FALSE,FALSE,4.32,0,0,,,,1
AEMH113510,1,0,1962,SHIVARAYAN KAILAS,,Maharashtra,DHOBITALAO,GEN,INC,,19144,M,1,1,FALSE,FALSE,66.63,14483,50.41,,,1,1
AEMH113511,1,0,1962,MARUTIRAO NAMDEO TANPURE,,Maharashtra,DHOBITALAO,GEN,IND,,4661,M,2,1,FALSE,FALSE,16.22,863,3,,,,1
AEMH113512,1,0,1962,BABUBHAI MANILAL CHOKSI,,Maharashtra,DHOBITALAO,GEN,IND,,3798,M,3,1,FALSE,FALSE,13.22,2671,9.3,,,,1
AEMH113513,1,0,1962,ARVINDCHANDRA AMBALAL TRIVEDI,,Maharashtra,DHOBITALAO,GEN,JS,,1127,M,4,1,FALSE,FALSE,3.92,0,0,,,,1
AEMH113514,1,0,1962,ANANT NARAYAN NAMJOSHI,,Maharashtra,GIRGAUM,GEN,INC,,24107,M,1,1,FALSE,FALSE,48.55,10929,22.01,,,1,1
AEMH113515,1,0,1962,GOVIND MORESHWAR PENDSE,,Maharashtra,GIRGAUM,GEN,IND,,13178,M,2,1,FALSE,FALSE,26.54,7401,14.9,,,,1
AEMH113516,1,0,1962,DATTAPRASANNASADASHIV KATDARE,,Maharashtra,GIRGAUM,GEN,JS,,5777,M,3,1,FALSE,FALSE,11.63,2273,4.58,,,,1
AEMH113517,1,0,1962,DAMODAR MOTIRAM VAGAL,,Maharashtra,GIRGAUM,GEN,PSP,,3504,M,4,1,FALSE,FALSE,7.06,1622,3.27,,,,1
AEMH113518,1,0,1962,CHANDRAVATI KRISHNARAO BENGERI,,Maharashtra,GIRGAUM,GEN,IND,,1882,F,5,1,FALSE,FALSE,3.79,823,1.66,,,,1
AEMH113519,1,0,1962,YOGANAND,,Maharashtra,GIRGAUM,GEN,SWA,,1059,M,6,1,FALSE,FALSE,2.13,909,1.83,,,,1
AEMH113520,1,0,1962,DATTATRAY GANGADHAR VELANKAR,,Maharashtra,GIRGAUM,GEN,RRP,,150,M,7,1,FALSE,FALSE,0.3,0,0,,,,1
AEMH113521,1,0,1962,MANIBEN NANUBHAI DESAI,,Maharashtra,WALKESHWAR,GEN,INC,,24351,F,1,1,FALSE,FALSE,49.49,14164,28.79,,,1,1
AEMH113522,1,0,1962,PILOO HOMI MODY,,Maharashtra,WALKESHWAR,GEN,SWA,,10187,M,2,1,FALSE,FALSE,20.71,643,1.31,,,,1
AEMH113523,1,0,1962,TARA GANGARAM REDDI,,Maharashtra,WALKESHWAR,GEN,CPI,,9544,F,3,1,FALSE,FALSE,19.4,4427,9,,,,1
AEMH113524,1,0,1962,PYARELAL SHAMRAO PARALKAR,,Maharashtra,WALKESHWAR,GEN,PSP,,5117,M,4,1,FALSE,FALSE,10.4,0,0,,,,1
AEMH113525,1,0,1962,JEHANGIR TALEYARKHAN HOMI,,Maharashtra,MAHALAXMI,GEN,INC,,26768,M,1,1,FALSE,FALSE,59.9,18759,41.98,,,1,1
AEMH113526,1,0,1962,SHANTARAM SAWALRAM MIRAJKAR,,Maharashtra,MAHALAXMI,GEN,CPI,,8009,M,2,1,FALSE,FALSE,17.92,432,0.97,,,,1
AEMH113527,1,0,1962,DARA DINSHAH VANIA,,Maharashtra,MAHALAXMI,GEN,IND,,7577,M,3,1,FALSE,FALSE,16.95,6122,13.7,,,,1
AEMH113528,1,0,1962,RAMAKANT ANANT PARADKAR,,Maharashtra,MAHALAXMI,GEN,JS,,1455,M,4,1,FALSE,FALSE,3.26,854,1.91,,,,1
AEMH113529,1,0,1962,KALKAPRASAD MAIKOO DHOBI,,Maharashtra,MAHALAXMI,GEN,IND,,601,M,5,1,FALSE,FALSE,1.34,321,0.72,,,,1
AEMH113530,1,0,1962,DATTATRAYA MUKUND NAGARKATTY,,Maharashtra,MAHALAXMI,GEN,IND,,280,M,6,1,FALSE,FALSE,0.63,0,0,,,,1
AEMH113531,1,0,1962,QAMAR NAYER AHMED,,Maharashtra,BYCULLA,GEN,INC,,19409,F,1,1,FALSE,FALSE,35.15,2696,4.88,,,1,1
AEMH113532,1,0,1962,BAPURAO DHONDIBA JAGTAP,,Maharashtra,BYCULLA,GEN,CPI,,16713,M,2,1,FALSE,FALSE,30.27,7813,14.15,,,,1
AEMH113533,1,0,1962,SHABBIR AMED A. KADIR ANSARI,,Maharashtra,BYCULLA,GEN,IND,,8900,M,3,1,FALSE,FALSE,16.12,2313,4.19,,,,1
AEMH113534,1,0,1962,KARBHARI PANDURANG BARAWKAR,,Maharashtra,BYCULLA,GEN,PSP,,6587,M,4,1,FALSE,FALSE,11.93,3779,6.84,,,,1
AEMH113535,1,0,1962,KRISHNAKANT BALKRISHNA PANDARE,,Maharashtra,BYCULLA,GEN,JS,,2808,M,5,1,FALSE,FALSE,5.09,2160,3.91,,,,1
AEMH113536,1,0,1962,SAYED MOHAMMED AKRAM NOGHAMED AFZAL,,Maharashtra,BYCULLA,GEN,SOC,,648,M,6,1,FALSE,FALSE,1.17,496,0.9,,,,1
AEMH113537,1,0,1962,TUKKARAM BHIVA SAWANT,,Maharashtra,BYCULLA,GEN,IND,,152,M,7,1,FALSE,FALSE,0.28,0,0,,,,1
AEMH113538,1,0,1962,PUNA TABHA PATEL,,Maharashtra,LOVEGROVE,SC,INC,,24598,M,1,1,FALSE,FALSE,45.2,5775,10.61,,,1,1
AEMH113539,1,0,1962,PALJI HAMABHAI BORICHA,,Maharashtra,LOVEGROVE,SC,REP,,18823,M,2,1,FALSE,FALSE,34.59,12536,23.04,,,,1
AEMH113540,1,0,1962,ARJUN RAMCHANDRA ALEKAR,,Maharashtra,LOVEGROVE,SC,IND,,6287,M,3,1,FALSE,FALSE,11.55,1913,3.52,,,,1
AEMH113541,1,0,1962,BHIKAJI BABAJI PAWAR,,Maharashtra,LOVEGROVE,SC,JS,,4374,M,4,1,FALSE,FALSE,8.04,4039,7.42,,,,1
AEMH113542,1,0,1962,HIRALAL WALJI MERCHANT,,Maharashtra,LOVEGROVE,SC,IND,,335,M,5,1,FALSE,FALSE,0.62,0,0,,,,1
AEMH113543,1,0,1962,VISHWANATH RAJANNA TULLA,,Maharashtra,NAGPADA,GEN,INC,,17625,M,1,1,FALSE,FALSE,39.82,4961,11.21,,,1,1
AEMH113544,1,0,1962,MAHMOOD MAHOMED MULLA,,Maharashtra,NAGPADA,GEN,IND,,12664,M,2,1,FALSE,FALSE,28.61,3640,8.22,,,,1
AEMH113545,1,0,1962,SULTANA BEGAM ALI SARDAR JAFRI,,Maharashtra,NAGPADA,GEN,CPI,,9024,F,3,1,FALSE,FALSE,20.39,4074,9.2,,,,1
AEMH113546,1,0,1962,VYANKATRAJAYYA KISHTAYYA CHOWKI,,Maharashtra,NAGPADA,GEN,JS,,4950,M,4,1,FALSE,FALSE,11.18,0,0,,,,1
AEMH113547,1,0,1962,VITHAL KRISHNAJI TORASAKAR,,Maharashtra,MAZGAON,GEN,INC,,19654,M,1,1,FALSE,FALSE,47.36,7391,17.81,,,1,1
AEMH113548,1,0,1962,RAMCHANDR KRISHNAJI BHOGALE,,Maharashtra,MAZGAON,GEN,CPI,,12263,M,2,1,FALSE,FALSE,29.55,4966,11.97,,,,1
AEMH113549,1,0,1962,KESHAO BABU MOHITE,,Maharashtra,MAZGAON,GEN,SWA,,7297,M,3,1,FALSE,FALSE,17.58,5010,12.07,,,,1
AEMH113550,1,0,1962,MARUTIRAO BHAURAO AVATE,,Maharashtra,MAZGAON,GEN,JS,,2287,M,4,1,FALSE,FALSE,5.51,0,0,,,,1
AEMH113551,1,0,1962,SAWALRAM GOPAL PATKAR,,Maharashtra,SEWREE,GEN,CPI,,33341,M,1,1,FALSE,FALSE,50.74,8470,12.89,,,1,1
AEMH113552,1,0,1962,MADHAVRAO PARSHARAM THORAT,,Maharashtra,SEWREE,GEN,INC,,24871,M,2,1,FALSE,FALSE,37.85,20099,30.59,,,,1
AEMH113553,1,0,1962,BAPOO RAMCHANDRA HATLE,,Maharashtra,SEWREE,GEN,PSP,,4772,M,3,1,FALSE,FALSE,7.26,2050,3.12,,,,1
AEMH113554,1,0,1962,RAMCHANDRA BALAJI MAYEKAR,,Maharashtra,SEWREE,GEN,JS,,2722,M,4,1,FALSE,FALSE,4.14,0,0,,,,1
AEMH113555,1,0,1962,MADHAVRAO GANPATRAO MANI,,Maharashtra,PAREL,GEN,INC,,20784,M,1,1,FALSE,FALSE,45.8,4581,10.1,,,1,1
AEMH113556,1,0,1962,KRISHNAJI GANGARAM DESAI,,Maharashtra,PAREL,GEN,IND,,16203,M,2,1,FALSE,FALSE,35.71,10854,23.92,,,,1
AEMH113557,1,0,1962,VISHWANATH KRISHNA TEMBE,,Maharashtra,PAREL,GEN,PSP,,5349,M,3,1,FALSE,FALSE,11.79,3004,6.62,,,,1
AEMH113558,1,0,1962,PRABHAKAR RAMCHANDRA KELUSKAR,,Maharashtra,PAREL,GEN,JS,,2345,M,4,1,FALSE,FALSE,5.17,1651,3.64,,,,1
AEMH113559,1,0,1962,SHRIDHAR VASUDEO REDKAR,,Maharashtra,PAREL,GEN,SOC,,694,M,5,1,FALSE,FALSE,1.53,0,0,,,,1
AEMH113560,1,0,1962,LILADHAR PASSU SHAH,,Maharashtra,MATUNGA,GEN,INC,,21258,M,1,1,FALSE,FALSE,48.62,2551,5.83,,,1,1
AEMH113561,1,0,1962,M. MADHAVAN,,Maharashtra,MATUNGA,GEN,PSP,,18707,M,2,1,FALSE,FALSE,42.79,15361,35.13,,,,1
AEMH113562,1,0,1962,SAROJINI RAMCHANDRA SHEVDE,,Maharashtra,MATUNGA,GEN,JS,,3346,F,3,1,FALSE,FALSE,7.65,2937,6.72,,,,1
AEMH113563,1,0,1962,HARDEVKAUR PRITAMSING MATHUARU,,Maharashtra,MATUNGA,GEN,IND,,409,F,4,1,FALSE,FALSE,0.94,0,0,,,,1
AEMH113565,1,0,1962,WAMANRAO SIRARAM PAGARE,,Maharashtra,NAIGAUM,SC,REP,,16414,M,2,1,FALSE,FALSE,31.19,5769,10.96,,,,1
AEMH113566,1,0,1962,JAGANNATH GANPATRAO BHATANKAR,,Maharashtra,NAIGAUM,SC,IND,,10645,M,3,1,FALSE,FALSE,20.23,6516,12.38,,,,1
AEMH113567,1,0,1962,NIWRUTTINATH KRISHNAJI RUPWATE,,Maharashtra,NAIGAUM,SC,JS,,4129,M,4,1,FALSE,FALSE,7.85,3429,6.52,,,,1
AEMH113568,1,0,1962,GULAB TRIMBAK BHALERAO,,Maharashtra,NAIGAUM,SC,IND,,700,M,5,1,FALSE,FALSE,1.33,0,0,,,,1
AEMH113570,1,0,1962,VITHAL YASHWANT MOHITE,,Maharashtra,WORLI,GEN,REP,,18008,M,2,1,FALSE,FALSE,32.5,11776,21.25,,,,1
AEMH113571,1,0,1962,SADASHIRAO MARUTI BANDISODE,,Maharashtra,WORLI,GEN,IND,,6232,M,3,1,FALSE,FALSE,11.25,1100,1.99,,,,1
AEMH113573,1,0,1962,TAJBHAHADURSINHA KAILAS SINHA SINGH,,Maharashtra,WORLI,GEN,SOC,,1659,M,5,1,FALSE,FALSE,2.99,1486,2.68,,,,1
AEMH113574,1,0,1962,RAMESH SITARAM KAMBLE,,Maharashtra,WORLI,GEN,IND,,173,M,6,1,FALSE,FALSE,0.31,11,0.02,,,,1
AEMH113575,1,0,1962,SUNDER CHANNAPPA SHETTY,,Maharashtra,WORLI,GEN,IND,,162,M,7,1,FALSE,FALSE,0.29,0,0,,,,1
AEMH113577,1,0,1962,TRIMBAK RAMCHANDRA NARAWANE,,Maharashtra,DADAR,GEN,INC,,21843,M,2,1,FALSE,FALSE,39.62,15082,27.36,,,,1
AEMH113579,1,0,1962,ANUSAYA SHRIDHAR LIMAYE,,Maharashtra,DADAR,GEN,PSP,,4052,F,4,1,FALSE,FALSE,7.35,0,0,,,,1
AEMH113581,1,0,1962,LAKSHMIKANT NARAYAN WELINGKER,,Maharashtra,MAHIM,GEN,INC,,16729,M,2,1,FALSE,FALSE,36.27,6376,13.83,,,,1
AEMH113582,1,0,1962,KESHAV LAXMAN KAMBALE,,Maharashtra,MAHIM,GEN,REP,,10353,M,3,1,FALSE,FALSE,22.45,0,0,,,,1
AEMH113583,1,0,1962,SHANTILAL HARIJIVAN SHAH,,Maharashtra,PARLE ANDHERI,GEN,INC,,34349,M,1,1,FALSE,FALSE,46.23,5222,7.03,,,1,1
AEMH113584,1,0,1962,BALKRISHANA SHANTARAM DHUME,,Maharashtra,PARLE ANDHERI,GEN,CPI,,29127,M,2,1,FALSE,FALSE,39.2,21211,28.54,,,,1
AEMH113585,1,0,1962,SURESHCHANDRA GENDALAL CHETURVEDI,,Maharashtra,PARLE ANDHERI,GEN,JS,,7916,M,3,1,FALSE,FALSE,10.65,5000,6.73,,,,1
AEMH113586,1,0,1962,TULSIDAS DAYALJI BODA,,Maharashtra,PARLE ANDHERI,GEN,SOC,,2916,M,4,1,FALSE,FALSE,3.92,0,0,,,,1
AEMH113587,1,0,1962,PURUSHOTTAM GANESH KHER,,Maharashtra,BANDRA,GEN,INC,,45235,M,1,1,FALSE,FALSE,64.33,30687,43.64,,,1,1
AEMH113588,1,0,1962,ARTHUR WILLIAM FELIX MENEZES,,Maharashtra,BANDRA,GEN,SWA,,14548,M,2,1,FALSE,FALSE,20.69,4019,5.72,,,,1
AEMH113589,1,0,1962,KESHAO NIKANTH JOLEKAR,,Maharashtra,BANDRA,GEN,CPI,,10529,M,3,1,FALSE,FALSE,14.97,0,0,,,,1
AEMH113590,1,0,1962,ANJANABAI NARHAR MAGAR,,Maharashtra,KURLA,GEN,INC,,34153,F,1,1,FALSE,FALSE,45.66,9497,12.7,,,1,1
AEMH113591,1,0,1962,MANOHARLAL MANGALSAIN MARWAH,,Maharashtra,KURLA,GEN,REP,,24656,M,2,1,FALSE,FALSE,32.96,18507,24.74,,,,1
AEMH113592,1,0,1962,BHALCHANDRA ANAJI SAWANT,,Maharashtra,KURLA,GEN,IND,,6149,M,3,1,FALSE,FALSE,8.22,763,1.02,,,,1
AEMH113593,1,0,1962,VAJIDAYARKHAN HADIYARKHAN KHAN,,Maharashtra,KURLA,GEN,IND,,5386,M,4,1,FALSE,FALSE,7.2,2133,2.85,,,,1
AEMH113594,1,0,1962,GOVINDRAO BABURAO PAWAR,,Maharashtra,KURLA,GEN,IND,,3253,M,5,1,FALSE,FALSE,4.35,2055,2.75,,,,1
AEMH113595,1,0,1962,RAMJI SHIVNARAYAN,,Maharashtra,KURLA,GEN,IND,,1198,M,6,1,FALSE,FALSE,1.6,0,0,,,,1
AEMH113597,1,0,1962,RAGHUNATH JANARDAN DHUPKAR,,Maharashtra,CHEMBUR,GEN,CPI,,19319,M,2,1,FALSE,FALSE,18.26,2751,2.6,,,,1
AEMH113598,1,0,1962,SARDARILAL MOOLCHAND GUPTA,,Maharashtra,CHEMBUR,GEN,JS,,16568,M,3,1,FALSE,FALSE,15.66,10276,9.71,,,,1
AEMH113599,1,0,1962,PREMRATAN FAKIRCHAND VOHRA,,Maharashtra,CHEMBUR,GEN,IND,,6292,M,4,1,FALSE,FALSE,5.95,3862,3.65,,,,1
AEMH113600,1,0,1962,S. M. V. GIRI,,Maharashtra,CHEMBUR,GEN,IND,,2430,M,5,1,FALSE,FALSE,2.3,1386,1.31,,,,1
AEMH113601,1,0,1962,VISHNU NARHAR SANE,,Maharashtra,CHEMBUR,GEN,SOC,,1044,M,6,1,FALSE,FALSE,0.99,341,0.32,,,,1
AEMH113602,1,0,1962,VISHWANATH SADASHIV BAPAT,,Maharashtra,CHEMBUR,GEN,IND,,703,M,7,1,FALSE,FALSE,0.66,0,0,,,,1
AEMH113603,1,0,1962,ISHWARLAL PRANJIWANDAS PAREKH,,Maharashtra,BORIVALI,GEN,INC,,55940,M,1,1,FALSE,FALSE,59.53,39339,41.86,,,1,1
AEMH113604,1,0,1962,PADMAKAR BALKRISHNA SAMANT,,Maharashtra,BORIVALI,GEN,SOC,,16601,M,2,1,FALSE,FALSE,17.67,1121,1.19,,,,1
AEMH113605,1,0,1962,MULJIBHAI GOPALJI PAURANA,,Maharashtra,BORIVALI,GEN,PSP,,15480,M,3,1,FALSE,FALSE,16.47,10386,11.05,,,,1
AEMH113606,1,0,1962,PANDURANG NANA GAVAND,,Maharashtra,BORIVALI,GEN,PWP,,5094,M,4,1,FALSE,FALSE,5.42,4233,4.5,,,,1
AEMH113607,1,0,1962,JESHTARAM JAISHANKAR JANI,,Maharashtra,BORIVALI,GEN,IND,,861,M,5,1,FALSE,FALSE,0.92,0,0,,,,1
AEMH113608,1,0,1962,CHAMPA GOVARDHAN MOKAL,,Maharashtra,THANA,GEN,INC,,20583,F,1,1,FALSE,FALSE,41.62,9151,18.5,,,1,1
