pid,Assembly_No,Poll_No,Year,Candidate,Candidate_Type,State_Name,Constituency_Name,Constituency_Type,Party,Last_Party,Votes,Sex,Position,Contested,Turncoat,Incumbent,Vote_Share_Percentage,Margin,Margin_Percentage,Age,Alliance,Terms,Terms_Contested
AEMH101526,4,0,1978,KHANVILKAR DIGVIJAYA BHAUSAHEB,,Maharashtra,KARVIR,GEN,INC(I),,12479,M,4,1,FALSE,FALSE,15.53,11349,14.13,,,,1
AEMH101787,4,0,1978,NANAWARE VASANT PANDURANG,,Maharashtra,WORLI,GEN,INC(I),,12786,M,2,1,FALSE,FALSE,17.97,2093,2.94,,,,1
AEMH101795,4,0,1978,VILAS SAWANT,,Maharashtra,NAIGAUM,GEN,INC,,14659,M,3,1,FALSE,FALSE,18.56,6768,8.57,,,,1
AEMH101856,3,0,1972,SITARAM RAMCHANDRA JAGTAP,,Maharashtra,SANTACRUZ,GEN,CPI,,6971,M,4,2,FALSE,FALSE,8.97,5875,7.56,,,,2
AEMH101856,4,0,1978,SITARAM RAMCHANDRA JAGTAP,,Maharashtra,KHERWADI,GEN,CPI,CPI,1762,M,5,2,FALSE,FALSE,2.44,592,0.82,,,,2
AEMH101867,4,0,1978,PUSHPAKANT ANANT MHATRE,,Maharashtra,VILEPARLE,GEN,INC,,9680,M,2,1,FALSE,FALSE,13.9,519,0.75,,,,1
AEMH101876,4,0,1978,AMRE SHANTARAM SOMA,,Maharashtra,AMBOLI,GEN,SHS,,8022,M,4,1,FALSE,FALSE,10.28,4903,6.28,,,,1
AEMH102380,4,0,1978,SHANKAR PANDU MALI,,Maharashtra,SHIRPUR,GEN,INC(I),,3640,M,3,1,FALSE,FALSE,5.12,2106,2.96,,,,1
AEMH102482,4,0,1978,PATIL MAHENDRASINH DHARMSINH,,Maharashtra,ERANDOL,GEN,JNP,,25829,M,1,1,FALSE,FALSE,33.66,6562,8.55,,,1,1
AEMH102534,4,0,1978,SONAWANE MURLIDHAR TOTARAM,,Maharashtra,CHOPDA,GEN,INC(I),,16016,M,3,1,FALSE,FALSE,24.42,13918,21.22,,,,1
AEMH102959,4,0,1978,MANGLE NATTHUJI DEWAJI,,Maharashtra,TEOSA,GEN,CPI,,14965,M,2,1,FALSE,FALSE,21.6,9838,14.2,,,,1
AEMH103458,4,0,1978,BHIOGADE ASHOK HARIRAM,,Maharashtra,BHANDARA,GEN,IND,,7074,M,4,1,FALSE,FALSE,9.45,5921,7.91,,,,1
AEMH103624,4,0,1978,MARKAM RAJENDRA SINGH SHAMSUNDER SINGH THAKUR,,Maharashtra,ARMORI,ST,IND,,2322,M,4,1,FALSE,FALSE,3.56,1980,3.03,,,,1
AEMH104269,4,0,1978,SARJERAO RAMRAO NIMBALKAR,,Maharashtra,VAIJAPUR,GEN,PWP,,1572,M,5,1,FALSE,FALSE,2.78,983,1.74,,,,1
AEMH104566,4,0,1978,PATIL MADHAVRAO SANTARAM,,Maharashtra,AUSA,GEN,IND,,18393,M,2,1,FALSE,FALSE,28.88,6659,10.46,,,,1
AEMH105047,4,0,1978,BADEKAR BHUJANG WAMAN,,Maharashtra,BHAVANI PETH,GEN,IND,,411,M,5,1,FALSE,FALSE,0.57,130,0.18,,,,1
AEMH105560,2,0,1967,R. G. KHARAT,,Maharashtra,MAZGAON,GEN,RPI,,10734,M,2,2,FALSE,FALSE,23.03,1076,2.31,,,,2
AEMH105560,4,0,1978,R.G. KHARAT,,Maharashtra,TROMBAY,GEN,RPI,RPI,5192,M,4,2,FALSE,FALSE,6.4,88,0.11,,,,2
AEMH105727,4,0,1978,UPADHYAYA HASMUKHBHAI VASANTRAY,,Maharashtra,KANDIVALI,GEN,JNP,,52446,M,1,1,FALSE,FALSE,77.52,38881,57.47,,,1,1
AEMH105825,4,0,1978,SATISH PRADHAN,,Maharashtra,THANE,GEN,SHS,,20231,M,2,1,FALSE,FALSE,22.54,7028,7.83,,,,1
AEMH105893,4,0,1978,PHARDE DAMODAR LAHU,,Maharashtra,MURBAD,GEN,PWP,,24792,M,2,1,FALSE,FALSE,36.07,23820,34.65,,,,1
AEMH105894,4,0,1978,UGHADE DATTU KONDU,,Maharashtra,MURBAD,GEN,IND,,972,M,3,1,FALSE,FALSE,1.41,241,0.35,,,,1
AEMH106042,4,0,1978,CHAVAN HARICHANDRA DEORAM,,Maharashtra,SURGANA,ST,IND,,6932,M,2,1,FALSE,FALSE,14.99,26,0.06,,,,1
AEMH106160,1,0,1962,SADASHIV NARAYAN BHALERAO,,Maharashtra,JALGAON,GEN,CPI,,8043,M,2,3,FALSE,FALSE,22.69,1817,5.13,,,,3
AEMH106160,3,0,1972,BHALERAO SADASHIV NARAYAN,,Maharashtra,JALGAON,GEN,CPI,CPI,20199,M,2,3,FALSE,FALSE,39.17,13055,25.32,,,,3
AEMH106160,4,0,1978,BHALERAO SADASHIV NARAYAN,,Maharashtra,JALGAON,GEN,CPI,CPI,4609,M,5,3,FALSE,FALSE,6.17,4430,5.93,,,,3
AEMH106176,4,0,1978,PATIL NARAYAN SONAJI,,Maharashtra,JAMNER,GEN,INC,,13536,M,2,1,FALSE,FALSE,21.1,1834,2.86,,,,1
AEMH106935,4,0,1978,DAKH BABASAHEB MAROTRAO,,Maharashtra,PATHRI,GEN,INC(I),,12845,M,2,1,FALSE,FALSE,24.7,2006,3.86,,,,1
AEMH107074,4,0,1978,SATPUTE BHAGUJI NIWARTE,,Maharashtra,KAIJ,SC,IND,,19010,M,1,1,FALSE,FALSE,39.78,5856,12.26,,,1,1
AEMH107209,1,0,1962,SAMPATRAO MARUTI PATIL,,Maharashtra,KARMALA,GEN,PWP,,11296,M,3,3,FALSE,FALSE,26.79,10273,24.37,,,,3
AEMH107209,3,0,1972,PATIL SAMPATRAO MARUTI,,Maharashtra,MADHA,GEN,PWP,PWP,16434,M,2,3,FALSE,FALSE,26.95,4385,7.19,,,,3
AEMH107209,4,0,1978,PATIL SAMPATRAO MARUTI,,Maharashtra,MADHA,GEN,PWP,PWP,22308,M,2,3,FALSE,FALSE,33.11,4321,6.41,,,,3
AEMH107317,4,0,1978,SONAWANE TRYMBAKRAO GANGADHAR,,Maharashtra,SANGAMNER,GEN,CPI,,5805,M,3,1,FALSE,FALSE,7.54,3865,5.02,,,,1
AEMH107348,4,0,1978,JADHAV SHASHIKANT BHIMRAO,,Maharashtra,MAVAL,GEN,IND,,3777,M,3,1,FALSE,FALSE,5.28,0,0,,,,1
AEMH107362,4,0,1978,JAGTAP PANDURANG BHAGUJI,,Maharashtra,HAVELI,GEN,INC(I),,8800,M,3,1,FALSE,FALSE,10.43,6700,7.94,,,,1
AEMH107481,3,0,1972,BHOSALE BAPURAO SHIWARAM,,Maharashtra,MAN,SC,IND,,5528,M,2,2,FALSE,FALSE,13.12,2131,5.06,,,,2
AEMH107481,4,0,1978,BHOSALE BAPURAO SHIVRAM,,Maharashtra,MAN,SC,IND,IND,3096,M,4,2,FALSE,FALSE,4.97,1899,3.05,,,,2
AEMH107564,4,0,1978,YADAV DINKARRAO BHAUSAHEB,,Maharashtra,SHIROL,GEN,PWP,,31756,M,2,1,FALSE,FALSE,36.44,21081,24.19,,,,1
AEMH107602,4,0,1978,PANSARE GOVIND PANDHARINATH,,Maharashtra,KOLHAPUR,GEN,CPI,,8236,M,5,1,FALSE,FALSE,10.52,7381,9.42,,,,1
AEMH107656,4,0,1978,TAWDE NARAYAN SAKHARAM,,Maharashtra,MALBAR HILL,GEN,IND,,4723,M,4,1,FALSE,FALSE,6.23,1167,1.54,,,,1
AEMH107686,4,0,1978,BHOSLE AMRUTRAO GANPATRAO,,Maharashtra,KHED,GEN,JNP,,30158,M,1,1,FALSE,FALSE,52.04,2652,4.58,,,1,1
AEMH107723,4,0,1978,GAJANAN NARAYAN PATIL,,Maharashtra,PANVEL,GEN,INC,,15637,M,2,1,FALSE,FALSE,24.25,3009,4.67,,,,1
AEMH107761,4,0,1978,AHMED SAYED ALINAKI,,Maharashtra,NAGPADA,GEN,INC(I),,12528,M,3,1,FALSE,FALSE,21.23,12164,20.62,,,,1
AEMH107846,4,0,1978,NILKANT SAMANT,,Maharashtra,ANDHERI,GEN,JNP,,37585,M,1,1,FALSE,FALSE,44.79,18747,22.34,,,1,1
AEMH107912,4,0,1978,DATTA SAMAAT,,Maharashtra,KURLA,GEN,INC,,23617,M,2,1,FALSE,FALSE,25.32,4238,4.54,,,,1
AEMH107959,4,0,1978,NANA SUKA BHAGAT,,Maharashtra,BELAPUR,GEN,IND,,2258,M,5,1,FALSE,FALSE,3.16,852,1.19,,,,1
AEMH107990,4,0,1978,TELAM KRISHNAKANT RAMACHANDRA,,Maharashtra,SHAHAPUR,ST,PWP,,20817,M,1,1,FALSE,FALSE,49.98,1655,3.97,,,1,1
AEMH107992,4,0,1978,TAWARE PARSHURAM DHONDU,,Maharashtra,BHIWANDI,GEN,IND,,20774,M,1,1,FALSE,FALSE,30.2,2174,3.16,,,1,1
AEMH107994,4,0,1978,VARTAK TARABAI NARSINHA,,Maharashtra,VASAI,GEN,INC,,31412,F,2,1,FALSE,FALSE,37.08,27266,32.18,,,,1
AEMH108013,4,0,1978,DAMASE MADHAVRAO SAKHARAM,,Maharashtra,IGATPURI,ST,JNP,,12850,M,2,1,FALSE,FALSE,24.52,1900,3.63,,,,1
AEMH108016,4,0,1978,WAWARE SHANTARAM KONDEJI,,Maharashtra,NASHIK,GEN,INC(I),,31001,M,2,1,FALSE,FALSE,40.15,20396,26.42,,,,1
AEMH108019,4,0,1978,UPADHYE VASANT GANESH,,Maharashtra,NASHIK,GEN,JNP,,32809,M,1,1,FALSE,FALSE,42.5,1808,2.34,,,1,1
AEMH108031,3,0,1972,SADASHIV GOPAL OHOL,,Maharashtra,NASIK,GEN,RPK,,289,M,5,2,FALSE,FALSE,0.51,0,0,,,,2
AEMH108031,4,0,1978,OHOL SADASHIV GOPAL,,Maharashtra,DEOLALI,SC,IND,RPK,5207,M,3,2,FALSE,FALSE,8.34,3487,5.58,,,,2
AEMH108080,4,0,1978,KHAMBAIT ABAJI RAGHO,,Maharashtra,SURGANA,ST,INC(I),,2819,M,8,1,FALSE,FALSE,6.1,228,0.49,,,,1
AEMH108084,4,0,1978,PAWAR LAXMAN TOTRAM,,Maharashtra,BAGLAN,ST,INC(I),,30992,M,1,1,FALSE,FALSE,49.93,15614,25.15,,,1,1
AEMH108176,4,0,1978,CHAUDHARI DAGADU KACHIRAM,,Maharashtra,BHUSAWAL,GEN,IND,,14315,M,4,1,FALSE,FALSE,21.13,13501,19.92,,,,1
AEMH108299,4,0,1978,DHENDULE RAMESHWAR PRABHATI,,Maharashtra,KARANJA,GEN,IND,,924,M,5,1,FALSE,FALSE,1.34,320,0.46,,,,1
AEMH108314,4,0,1978,ARVIND KAMLKAR DESHMUKH,,Maharashtra,KARANJA,GEN,FBL,,38584,M,1,1,FALSE,FALSE,56,24578,35.68,,,1,1
